text ,bullying,,,,
 حتى الصم والبكم ما بيحبوا يسمعوا كلامك ,1,,,,
 حتى الطعام اللذيذ يفقد طعمه بتشاؤمكِ ,1,,,,
 حتى الطيور الغرّدة تبدو مزعجة باذنيكِ ,1,,,,
 حتى العطل القصيرة تبدو طويلة ومملة لديكِ ,1,,,,
 حتى العلاقات الجيدة تبدو تعبيرا عن الخيبة ,1,,,,
 حتى الفرح البسيط يتحول للحزن عندما تتحدثين ,1,,,,
 حتى الفرحة العابرة تصبح لحظة حزن معكِ ,1,,,,
 حتى القصص الايجابية تبدو محطمة عندما تتحدثين ,1,,,,
 حتى القصص الناجحة تصبح ماساوية في رؤيتك ,1,,,,
 حتى اللحظات البسيطة تبدو معقدة لديكِ ,1,,,,
 حتى اللحظات الجميلة تبدو مبهمة في تفكيرك ,1,,,,
" حتى اللحظات الجميلة، انتِ تقلبينها الى سلبية ",1,,,,
 حتى اللحظات الصامتة تبدو مليئة بالتشاؤم ,1,,,,
 حتى اللحظات المليئة بالايجابية تفقد بريقها معكِ ,1,,,,
 حتى اللحظات الهادئة تصبح مزعجة مع وجودكِ ,1,,,,
 حتى المبادرات الايجابية تبدو عديمة الجدوى بنظركِ ,1,,,,
 حتى المباراة الرياضية تصبح دراما سلبية بحديثك ,1,,,,
 حتى المجاملات تبدو لديكِ كمحاولات زائفة ,1,,,,
 حتى المحادثات البسيطة تصبح تحدا مع تفكيرك السلبي ,1,,,,
 حتى الناس اللي طيبة بتتجنب وجودك ,1,,,,
 حتى الناس اللي طيبين ما بيحبوا يقربوا منك ,1,,,,
" حتى الناس اللي عادة ما تحكي عن الناس، بتحكي عنك ",1,,,,
 حتى الناس اللي متعودة على التسامح بتتعب معك ,1,,,,
" حتى الناس اللي متعودين على التسامح، بينقطعوا معك ",1,,,,
 حتى الناس اللي مستعدة للمساعدة بتتردد قدامك ,1,,,,
 حتى النجاح البسيط يتحول الى احباط في عيونك ,1,,,,
 حتى الهدايا الكريمة تبدو عارية من القيمة ,1,,,,
 حتى الهدايا تبدو بدون قيمة في نظركِ ,1,,,,
 حتى الهمسات الايجابية تبدو كانها صرخات في اذنيكِ ,1,,,,
" حتى عند الابتسام، تجدين الحزن في تفاصيل وجهك ",1,,,,
" حتى عند الابتسام، تجدين الحزن في عيونكِ ",1,,,,
" حتى عند الاحتفال، انتِ تجدين طريقة لتضليله بالكابة ",1,,,,
" حتى عند الاستراحة، تجدين اللحظات الصعبة ",1,,,,
" حتى عند الاستراحة، تجدين الهم والقلق يلاحقكِ ",1,,,,
" حتى عند الاستماع الى الضحك، تجدينه مزعجا ",1,,,,
" حتى عند الاستماع الى الموسيقى، تجدين الحزن ",1,,,,
" حتى عند الاستماع للقصص الايجابية، تشككين ",1,,,,
" حتى عند الاستمتاع بالطبيعة، تجدين الحزن ",1,,,,
" حتى عند الاستمتاع بالطعام، تجدين المرارة ",1,,,,
" حتى عند الانتصارات، تجدين مساحة للحزن ",1,,,,
" حتى عند التامل، تجدين الضجر في كل زاوية ",1,,,,
" حتى عند التجول في الطبيعة، تجدين الشكوك ",1,,,,
" حتى عند التسوق، تجدين العيوب في كل شيء ",1,,,,
" حتى عند التطلع الى المستقبل، تجدين القلق ",1,,,,
" حتى عند الراحة، تجدين الاستيقاظ في وسط الكوابيس ",1,,,,
" حتى عند السفر، تجدين العيوب في كل مكان ",1,,,,
" حتى عند الفوز، تجدين القليل من الهزيمة ",1,,,,
" حتى عند القراءة، تجدين النهايات الماساوية ",1,,,,
" حتى عند تجربة اشياء جديدة، تجدين الياس ",1,,,,
" حتى عندما تحاولين الابتسام، يظهر الحزن في عيونك ",1,,,,
" حتى عندما تكونين محاطة بالاحباء، تجدين الشكوك ",1,,,,
" حتى عندما تكونين محاطة بالاصدقاء، تجدين الوحدة ",1,,,,
" حتى عندما تكونين محاطة بالضحك، تجدين الحزن ",1,,,,
" حتى عندما تكونين وحيدة، تجعلين الوحدة تحزن ",1,,,,
" حتى عندما يتحقق الحلم، تجدين فيه عيوبا كثيرة ",1,,,,
" حتى عندما يحاول الناس اضفاء بعض الفرح، انتِ دائما مكبّرة ",1,,,,
" حتى عندما يحدث التحسين، تبحثين عن المشكلات ",1,,,,
" حتى عندما يحدث النجاح، انتِ دائما تلقين بظلال الشكوى ",1,,,,
" حتى عندما يكون الوقت للاحتفال، انتِ دائما في حالة حزن ",1,,,,
" حتى في الابداع، تجدين الشك في امكانياتك ",1,,,,
" حتى في الاحلام الجميلة، تجدين الشكوك ",1,,,,
" حتى في الاحلام السعيدة، تجدين التوتر ",1,,,,
" حتى في الاحلام الوردية، تجدين التحديات ",1,,,,
" حتى في الاحلام الوردية، تجدين الظلمات ",1,,,,
" حتى في الاحلام، تبحثين عن الاحداث المحزنة ",1,,,,
" حتى في الاحلام، تظهر الكوابيس بسبب تخيلاتك ",1,,,,
" حتى في الاستراحة، تجدين الضيق في الهدوء ",1,,,,
" حتى في الاستمتاع بالامور اليومية، تجدين الحزن ",1,,,,
" حتى في الاستمتاع بالطعام، تجدين الاحباط ",1,,,,
" حتى في الاستمتاع بالفن، تجدين السلبية ",1,,,,
" حتى في الاستمتاع بالموسيقى، تجدين الحزن ",1,,,,
" حتى في الاعياد، تبحثين عن السلبيات الدائمة ",1,,,,
" حتى في الافكار الابداعية، تجدين التردد ",1,,,,
" حتى في الافكار الابداعية، تجدين الشك في القدرات ",1,,,,
" حتى في الافكار الابداعية، تجدين القلق ",1,,,,
" حتى في الافكار المستقبلية، تجدين التوتر ",1,,,,
" حتى في الافلام الكوميدية، تبحثين عن الحزن ",1,,,,
" حتى في الاقرار بالذنب، تجدين التحفظ ",1,,,,
" حتى في الالعاب البسيطة، تجدين التعقيد ",1,,,,
" حتى في الاماكن الهادئة، تجدين الصخب ",1,,,,
" حتى في الامور البسيطة، تجدين التعقيد ",1,,,,
" حتى في الانجازات، تجدين العيوب في نفسك ",1,,,,
" حتى في الانشطة الترفيهية، تجدين التعقيد ",1,,,,
" حتى في الاوقات السعيدة، تجدين الحزن الخفي ",1,,,,
" حتى في الاوقات الهادئة، تجدين القلق المستمر ",1,,,,
" حتى في الايام المشمسة، انتِ تجدين سحبا سوداء ",1,,,,
" حتى في التجارب الجديدة، تجدين الشكوك ",1,,,,
" حتى في التحديات الصعبة، تجدين الياس ",1,,,,
" حتى في التعاون، تجدين الشك في نوايا الاخرين ",1,,,,
" حتى في التعبير عن الحب، تجدين التحفظ ",1,,,,
" حتى في التفكير بالمستقبل، تجدين القلق المتواصل ",1,,,,
" حتى في التقدير، تجدين التشكيك في قيمتك ",1,,,,
" حتى في الرحلات الاستكشافية، تجدين الياس ",1,,,,
" حتى في السفر، تجدين العيوب في كل مكان ",1,,,,
" حتى في الطبيعة الجميلة، تجدين الجفاف ",1,,,,
" حتى في الطبيعة الساحرة، تجدين الضجر ",1,,,,
" حتى في العطلات، تجدين الضيق في الهواء ",1,,,,
" حتى في الفرح، تجدين القليل من الحزن !!! انت هيك",1,,,,
" حتى في الفرح، تجدين قليلا من الحزن ",1,,,,
" حتى في الفرص النادرة، تجدين الشكوك ",1,,,,
" حتى في الفنون، تجدين الظلام حتى في الالوان ",1,,,,
" حتى في الفهم العميق، تجدين الشك في كل تفصيل ",1,,,,
" حتى في اللحظات الايجابية، تجدين السلبية ",1,,,,
" حتى في اللحظات البسيطة، تجدين الحيرة ",1,,,,
" حتى في اللحظات الجيدة، ترى الجانب السلبي ",1,,,,
" حتى في اللحظات الساحرة، تجدين الحيرة ",1,,,,
" حتى في اللحظات السعيدة، تجدين الحيرة ",1,,,,
" حتى في اللحظات المضحكة، تجدين الحزن ",1,,,,
" حتى في اللحظات الهادئة، انتِ تضيئينها بظلامك ",1,,,,
" حتى في اللحظات الهادئة، تجدين التوتر ",1,,,,
" حتى في النجاح، تجدين اللحظات الحزينة ",1,,,,
" حتى في النجاحات الصامتة، تجدين الشك ",1,,,,
" حتى في النجاحات الصغيرة، تبحثين عن الاخطاء ",1,,,,
" حتى في النجاحات الصغيرة، تجدين القلق ",1,,,,
" حتى في النجاحات الكبيرة، تجدين القلق ",1,,,,
" حتى في النجاحات، تجدين انك لا تستحق ",1,,,,
" حتى في اوقات الفرح، انتِ تظلين مكسلة ",1,,,,
" حتى في لحظات الهدوء، تبدين مشغولة بالتفكير السلبي ",1,,,,
" حتى لمن احاول مساعدتك، تجعلين الموقف صعبا ",1,,,,
" حتى لو حدثت امور جيدة، انتِ تجدين طريقة لتلوينها بالسوء ",1,,,,
" حتى لو كان الكلام ايجابيا، انتِ تجدين السلبية فيه ",1,,,,
" حتى لو كان الموقف ايجابي، انتِ تجدين الجانب السلبي فيه ",1,,,,
" حتى لو ما كنتِ متفقة مع الكل، ممكن تحترمي اراءهم ",1,,,,
" حتى ما بتعرف تظهر للاخرين جانبك الايجابي، ليش ما تعمل على تحسين صورتك؟ ",1,,,,
 حديثك يسلبية  يسبب الارباك ,1,,,,
" حديثك يعكس كوكبا اخر، مظلم وبلا امل ",1,,,,
" حياتك مليئة بالتساؤلات، لكن محدا بيبينلك ",1,,,,
 خلوه يروح يتعلم كيف يتكلم بعدين يجي يتفلسف علينا. ,1,,,,
 دائما انت بمظهر يوحي بانك لا تستحق التقدير او الثقة ,1,,,,
"‏ رمضان 
اللهم انا استودعناك بيت المقدس ، وأكناف بيت المقدس ، اللهم إنا استودعناك المسجد الأقصى ، ساحاته ، وأحجاره ، وأشجاره ، وأهله ، ومرابطيه ،
 اللهم ردنا إليه فاتحين محررين بإذنك يا من لا تضيع عندك الودائع ..♥️",0,,,,
‍‍‍‍ سد بوزك افضل لك,1,,,,
" شخصك غير مرغوب، ولك حتى الاطفال ما بيحبوك ",1,,,,
 شخصيتك غير قابله للتحسين على الاطلاق ,1,,,,
" شفلي هالجو اللي عملوو
ماسبق حسام جنيد وبهاء اليوسف ووديع الشيخ",0,,,,
" شكلك دايما متجهة للتخريب، ايها الزعلان؟ ",1,,,,
 شكلك عايش في عالم مظلم من الجهل ,1,,,,
